Result,Moves
1.0,e2e3 d6c4 e1e2 c4d2 d1d2 b5b4 e2e1 d5d4 a2a3 b4b3 a3a4 c5c4 d2e2 b6c5 e3d4 c5d5 b1c3 e5d4 c3d5 e6e2 e1e2 b3c2 e2d2 c6d5 d2c2 d5e4 c2d1 e4c6 c1d2 a6b6 d1e1 c6e4 a1c1 e4d5 c1c2 d5e6 c2c1 e6d5 c1c2 b6a6 c2c1 a6b6 e1d1 b6a6 c1c2 a6b6 c2c1 b6a6 c1c2 a6b6 c2c1 b6a6 d1e2 a6b6 e2e1 d5e6 c1d1 d4d3 d1c1 e6d5 d2c3 b6a6 c3d4 d5e6 b2b3 e6d5 c1c4 d3d2 e1d2 d5e4 c4c3 e4d5 c3e3 d5e4 e3e4 a6b6 d4b6
0.0,b1a3 a5a4 a1b1 e5e4 b2b3 b5b4 b3a4 b6a5 a3b5 d6b5 a4b5 c6b5 a2a3 b4a3 b1b5 a6b5 c2c3 c5c4 d1c2 a3a2 c2b2 b5a6 b2a1 e6b6 d2d3 b6b1 e1d2 b1a1 c1b2 a1b1 b2a1 b1a1 d3c4 a1d1 d2c2 a2a1 c4c5 a5c3 c5c6 a6b6 c6b6 d5d4 b6a6 d4d3 a6b6 e4e3 b6a6 c3c2 a6e6 d3e2 e6e3 d1d6 e3e2 c2e2
0.5,b1a3 b5b4 b2b3 d6b5 a3b5 b6b5 c2c3 e5e4 a2a3 b4c3 d2c3 a5a4 a1b1 a4b3 d1b3 b5b3 b1b3 c6a4 b3b2 e4e3 b2b1 e6e4 c1b2 a6b5 b2c1 b5a6 c1b2 a6b5 b2c1 b5a6 c1b2 a6b5 b2a1 b5a5 b1d1 a4b3 d1b1 b3a2 b1b2 a2c4 b2b1 e4e6 e1d1 a5a4 b1b2 a4a3 b2b1 a3a4 a1b2 a4b3 b2c1 b3a4 d1e1 a4a5 b1b2 d5d4 c3d4 c5d4 b2b1 e6b6 b1a1 a5b5 c1a3 b6a6 a1b1 b5c6 a3b2 a6b6 b1c1 b6b2 c1c4 c6d5 c4c1 b2a2 c1b1 d5c6 b1d1 c6d5 d1b1 d5c6 b1d1 c6d5 d1b1 d5c6 b1d1 c6d5 d1b1 a2c2 b1b5 d5c6 b5b1 c6c5 b1a1 c5b5 a1b1 b5c5 b1a1 c5b5 a1b1 b5c5
0.0,d2d3 e5e4 c2c3 b5b4 b2b3 b4c3 d1c2 d5d4 a2a3 e4d3 c2d3 c6b5 d3c2 e6e2 c2e2 b5e2 e1e2 b6b3 b1d2 b3c2 a1b1 d4d3 e2e3 c3d2 c1d2 d6c4 e3e4 c4d2 e4d5 c2c4 d5c6 d2b1 c6d6 b1a3 d6c6 a3b5 c6b6 a6b6
1.0,d2d3 d6e4 b1a3 a5a4 d3e4 d5e4 c2c3 b5b4 a3c4 b6b5 c4e3 c5c4 e3c2 b4c3 b2c3 b5c5 c1e3 c5d6 d1c1 a6a5 a1b1 c6d5 c2a3 d6c6 c1b2 e6d6 a3b5 a5a6 b2b4 c6b6 e3b6 a6b6 b5d6 b6a6 b4b6 a6b6 d6b5 e4e3 b5a3 b6c6 b1b4 c6c5 b4a4 d5e6 a4a5 c5c6 a3c2 c6d6 c2b4 e6d5 a5d5 d6e6 d5c5 e6d6 c5c6 d6c6 b4c6 e5e4 c6a5
0.0,b1c3 d6e4 d2d3 e4d2 c1d2 b5b4 e2e3 b4c3 b2c3 c5c4 a2a3 c6a4 d1c1 b6c5 c1b2 e6b6 b2a2 c4d3 c2d3 a4b3 a2b1 b3c4 b1c2 c4b3 c2b2 e5e4 d3d4 c5c4 b2c1 b3a4 a1b1 c4a2 b1a1 a2c4 a1b1 c4a2 b1b4 a5b4 a3b4 b6c6 e1e2 a4c2 e2e1 c2a4 e1e2 a4c2 e2e1 c2a4 e1e2 a4c2 b4b5 a6b5 e2e1 c2d3 e1d1 a2b3 d1e1 b3a2 e1d1 a2b3 d1e1 b3a2 e1d1 a2b3 d1e1 d3b1 e1e2 b1c2 e2e1 c6c3 d2c3 b3c3 c1d2 c3a1 e1e2 a1b1 d2a5 b5a5 e2d2 c2d3 d2c3 b1a2 c3d3 a5a6 d3c3 a6a5 c3b4 a5b4
1.0,a2a3 d6e4 e2e3 e4d2 d1d2 d5d4 b2b3 a5a4 d2e2 e5e4 b3b4 e6d6 e3d4 c5d4 c2c3 d4d3 e2d2 c6d5 d2e3 b6e3 c1e3 d6c6 e3c5 c6e6 e1d2 e4e3 c5e3 d5c4 e3c5 e6e2 d2c1 e2c2 c1d1 c4e6 c5d4 e6b3 b1d2 c2b2 d2b3 a4b3 c3c4 b5c4 d4b2 a6b5 a1c1 b5a4 c1c4 a4b5 c4c1 b5a6 a3a4 a6b6 d1d2 b6a6 c1c6 a6b6 c6b6
1.0,d2d3 d6c4 c1e3 a5a4 d3c4 b5c4 d1c1 d5d4 e3d2 e5e4 e1d1 e6d6 b2b3 c4c3 d2e1 e4e3 b1a3 b6b4 a3c4 d6e6 c4a3 c6d5 a1b1 e6c6 b1a1 c6b6 a3b1 b4a5 c1a3 b6b4 d1c1 d5e4 b1c3 d4c3 e1c3 e4d5 a1b1 a5b5 c1b2 b4c4 b1d1 d5c6 c3e1 c4c2 b2c2 c5c4 b3b4 c4c3 c2c1 b5e2 a3c3 e2b5 d1d6 a6b6 c3e3 b6a6 e3e6 a6b6 a2a3 b5c5 b4c5 b6c5 d6c6 c5b5 c6c4 b5a6 e6a6
1.0,a2a3 e5e4 b2b3 d6c4 b3c4 b5c4 b1c3 a5a4 a1b1 b6a5 c1b2 e4e3 c3a2 a5d2 d1d2 e3d2 e1d2 d5d4 c2c3 e6e4 c3d4 c5d4 a2b4 a6b6 b2a1 b6c5 b4c6 c5c6 b1b4 c4c3 d2d1 c3c2 d1c2 e4e2 c2d3 e2a2 a1d4 a2a3 d3c4 a3b3 b4a4 b3b6 a4a5 b6b4 c4b4 c6d6 a5e5 d6c6 d4c5 c6b6 c5b6
0.0,e2e3 d5d4 e3e4 a5a4 d2d3 b5b4 c1d2 c5c4 b2b3 c4c3 d2c1 a4a3 d1e2 b6a5 e2d1 a5c5 d1e2 d6e4 b1a3 b4a3 b3b4 c5b4 d3e4 c6b5 e2d1 a6b6 c1a3 b4a3 a1b1 a3a2 b1b4 a2a5 b4b1 b6c5 b1a1 a5b4 a1b1 d4d3 c2d3 c3c2 b1b4 c2d1 e1d1 c5b4 d1c2 e6d6 d3d4 d6d4 c2b2 d4e4 b2a2 e4e2 a2b1 b5d3 b1c1 b4c3 c1d1 c3b2 d1c2 e5e4 c2b2 e4e3 b2c3 e2d2 c3b4 e3e2 b4c5 e2e1 c5d4 d2c2 d4d5 e1e4 d5d6 d3b5 d6c6 b5c6
0.5,b2b3 d6e4 d2d3 c5c4 d3e4 d5d4 c2c3 c6e4 b3c4 b5c4 b1d2 e4d5 d2b1 d5c6 d1c2 a5a4 c3d4 e5d4 c2c4 c6b5 c4b4 e6e2 e1d1 e2a2 a1a2 b5e2 a2e2 b6b4 e2e6 a6b5 b1a3 b5c5 a3c2 b4b3 c1a3 c5c4 d1c1 d4d3 e6e4 c4d5 e4d4 d5e5 a3d6 e5e6 d4d3 b3d3 d6a3 d3c3 a3b4 c3d3 b4a3 d3c3 a3b4 c3d3 b4a3 d3c4 a3b2 c4a2 b2a3 a2d5 a3b2 d5c4 c1d2 c4a2 b2c3 a4a3 d2c1 a2c4 c3b4 a3a2 c1b2 c4a6 c2d4 e6e5 d4b3 a6e2 b4d2 e2a6 d2a5 a6e2 a5d2 e2a6 d2a5 a6e2 a5d2 e2a6 d2a5 a6c6 a5d2 c6a4 d2e1 e5d5 e1c3 d5c4 b3a5 c4c5 a5b3 c5d5 b3a1 d5c4
0.5,e2e3 e5e4 b2b3 a5a4 c2c3 d5d4 c3d4 c5d4 e3d4 b6d4 d1c2 c6d5 b1c3 e4e3 d2d3 e3e2 b3a4 b5a4 c3d5 d4d5 c2a4 a6b6 c1b2 d6b5 a4c4 d5c4 d3c4 b5d6 a1c1 b6c5 b2a3 c5c6 a3b2 c6c5 b2a3 c5c6 a3b2 c6c5 b2a3 c5c6 a3b2 c6c5 a2a3 d6c4 a3a4 e6e4 c1c4 e4c4 b2a3 c5b6 a4a5 b6a5 e1e2 a5a4 e2d3 a4a3 d3c4 a3a4 c4c5 a4a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5 c5c6 a5a6 c6c5 a6a5
1.0,d2d3 c5c4 d1d2 b6c5 b2b3 d5d4 c2c3 d4c3 b1c3 c4d3 e2d3 c5d4 a2a3 a5a4 b3b4 e5e4 d3e4 d4c4 e1d1 d6e4 c3e4 e6e4 d2b2 c4d3 c1d2 c6d5 a1b1 d5b3 b2b3 a4b3 b1b2 d3e2 d1c1 e4c4 b2c2 c4c2 c1b1 c2d2 a3a4 d2d1 a4b5 a6b6 b1a2 b6a6 b5a6 b3a2 a6e2 a2a1 b4b5 a1d4 e2d1 d4b6 d1b3 b6a6 b5a6
0.0,e2e3 d5d4 a2a3 e5e4 b2b3 a5a4 e3d4 c5d4 c2c3 d4d3 c1b2 e4e3 c3c4 e3d2 e1d2 e6e2 d2c1 e2c2 d1c2 d3c2 b1d2 a4b3 c4c5 b6c5 d2b3 c5e3 c1c2 c6e4 c2d1 e3b3 d1e1 b3b2 a1d1 d6c4 d1d6 c4d6 a3a4 b2c1 e1e2 b5a4 e2d3 a6b6 d3d4 c1c5 d4c5 b6c5
0.0,b1c3 d6c4 e2e3 e6d6 b2b3 d5d4 e3d4 e5d4 c3e2 c4e5 c1b2 c5c4 d1b1 b6c5 a2a3 a6b6 a1a2 c6e4 b3c4 c5c4 b2a1 e5d3 e1d1 a5a4 e2d4 d6d4 c2d3 d4d3 b1b4 c4a2 a1d4 d3d4 b4d4 b6a6 d4e4 a2a3 e4d4 a3b3 d1e1 b3e6 e1d1 e6b3 d1e1 b3e6 e1d1 e6b3 d1e1 b3e6 e1d1 e6c4 d4d6 a6a5 d6e5 a4a3 e5e3 a3a2 e3e5 c4a4 d1e2 a2a1 e5e6 a1d1 e2d3 a4c2 d3d4 c2d2 d4c5 d2c3 e6c4 c3c4 c5b6 a5b6
0.5,b1c3 c5c4 a1b1 b6c5 a2a3 d5d4 c3a2 c6d5 c2c3 d4d3 b2b3 c4b3 a2b4 a5b4 a3b4 c5c4 d1b3 c4b3 b1b3 d5b3 e2d3 e5e4 d3d4 d6c4 e1e2 b3c2 e2e1 a6b6 e1e2 b6a6 e2e1 a6b6 e1e2 b6a6 e2e1 a6b6 e1e2 b6c6 e2e1 c6d5 e1e2 e6a6 c1b2 c4b2 c3c4 b2c4 d2d3 e4d3 e2e1 d5d4 e1d2 a6b6 d2c1 d4e3 c1c2 b6a6 c2b3 e3d2 b3c4 a6b6 c4c5 d2c3 c5b6 c3b4 b6a6 d3d2 a6b6 d2d1 b6a6 d1d6 a6b5 d6a6 b5b4 a6d3 b4c5 d3c3 c5b6 c3b4 b6c6 b4c4 c6b6 c4b4 b6c6 b4c4 c6b6 c4b4 b6c6 b4c4 c6b6 c4b4 b6c6 b4c4 c6b6 c4b4 b6c6 b4c4 c6b6 c4b4 b6c6 b4c4
0.5,b2b3 a5a4 b3b4 a6a5 b4a5 b6a5 a2a3 d5d4 c2c3 c6d5 c1b2 d5b3 d1c1 d6c4 d2d3 c4e3 b1d2 e3c2 e1d1 d4c3 b2c3 a5c3 a1b1 e5e4 d2b3 e4d3 c1d2 d3e2 d2e2 e6e2 d1e2 a4b3 b1b3 c2d4 e2d1 c3c2 d1e1 c2c1 a3a4 b5a4 b3b6 c5c4 b6a6 a4a3 a6b6 c4c3 b6a6 d4c6 e1e2 c1d2 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5 b6a6 a5c6 a6b6 c6a5
0.0,a2a3 d5d4 e2e3 c6d5 d2d3 e5e4 b2b3 a5a4 b3b4 e4d3 c2d3 c5b4 e3e4 d5e4 d3e4 d6e4 c1e3 d4e3 a3b4 b6c6 d1b3 c6c1 e1e2 e6d6 a1a2 d6d4 b3c2 c1c2 a2c2 d4b4 c2c6 a6a5 e2e3 b4b1 e3e4 a4a3 c6c3 b5b4 c3c5 a5b6 c5d5 b1e1 e4d4 a3a2 d5d6 b6a5 d6d5 a5a4 d5c5 a2a1 c5c3 a4b5 d4d5 a1c3 d5d6 c3c6 d6c6 b5c6
0.5,e2e3 e5e4 a2a3 d6c4 b2b3 c4e5 c1b2 d5d4 d1c1 a5a4 b3b4 e6d6 b4c5 b6c5 e3d4 d6d4 b2c3 e5d3 c2d3 e4d3 e1d1 c5e5 c1c2 e5e2 d1c1 d3c2 c1c2 e2d3 c2c1 d4e4 c1b2 e4e1 b2a2 c6d5 a2b2 d5e4 b2a2 d3c2 c3b2 c2b3 a2b3 a6b6 b3c3 e1b1 a1b1 e4b1 b2a1 b6c6 d2d3 c6c5 c3d2 b5b4 d3d4 c5c4 d2c1 b1e4 c1b2 c4b5 b2a2 e4d5 a2b2 b5a5 a3b4 a5b4 b2c2 d5e4 c2b2 a4a3 b2c1 b4b3 d4d5 e4d5 a1e5 a3a2 e5d4 b3c4 d4e5 c4b5 e5d4 b5c4 d4e5 c4b5 e5d4 b5c4 d4e5 c4b5 e5d4 b5c6 d4c3 c6b6 c1b2 d5c4 c3e5 b6c5 e5c3 c5d6 c3a5 d6c5 a5c3 c5d6
0.5,b2b3 c5c4 b1a3 b6d4 c2c3 d4c5 a3b1 e5e4 d1c2 b5b4 a2a3 b4c3 b3b4 c3d2 c1d2 c5d4 d2c3 d4e3 b4a5 d5d4 c3d2 e3e2 e1e2 d4d3 e2d1 d3c2 d1c2 c6a4 c2b2 d6b5 b1c3 a6a5 c3a4 a5a4 d2b4 b5d4 b2c3 d4b3 a1b1 e6b6 b1e1 b6b4 a3b4 a4b5 e1e4 b5b6 e4c4 b3c1 c4e4 c1a2 c3b2 a2b4 e4b4 b6c6 b4c4 c6b6 c4e4 b6c6 e4e6 c6b5 e6e1 b5a6 e1e5 a6b6 b2c1 b6a6 c1d2 a6b6 d2c2 b6c6 c2d2 c6b6 d2c2 b6c6 c2d2 c6b6 d2c2 b6c6 c2d2 c6b6 d2e1 b6a6 e1d2 a6b6 d2e1 b6a6 e1d2 a6b6 d2e1 b6a6 e1d1 a6b6 d1c1 b6a6 e5c5 a6b6 c5d5 b6a6 d5c5 a6b6
0.0,c2c3 b5b4 d2d3 d6c4 d3c4 d5c4 d1c2 e6d6 b2b3 b6b5 b1d2 d6d2 c1d2 c6d5 e2e3 e5e4 c2b1 a6b6 b1c2 b6c6 b3c4 b5c4 e1d1 c6b5 c3b4 c5b4 c2c4 d5c4 a2a3 c4b3 d1c1 b3c4 a3b4 a5b4 a1b1 b4b3 c1b2 b5b6 b1c1 c4e6 c1c3 b6b5 c3b3 b5c5 b3a3 c5b6 a3a5 e6c4 a5e5 c4d3 d2a5 b6a6 b2a3 d3c4 e5c5 c4b5 a3b4 b5d3 c5c6 a6a5 c6a6 a5b4 a6e6 b4c5 e6e4 d3e4
0.5,b2b3 a5a4 d2d3 d6c4 d3c4 b5c4 c2c3 b6a5 b3c4 d5c4 d1c2 e6d6 c2b2 a5b5 b2b5 c6b5 b1a3 a6a5 c1e3 d6d5 e3c1 b5a6 a3c2 e5e4 a1b1 d5d6 c1a3 d6c6 e2e3 c6b6 b1d1 b6b5 d1d5 a5b6 d5e5 b5b1 e1e2 b6c6 e5e6 c6b5 e2d2 b5a5 e6e5 a6b5 e5c5 a5b6 c2d4 b5a6 c5e5 b1b5 e5e4 b5b1 e4e5 b1b5 e5e6 b6a5 d4c6 a5b6 c6e5 b6a5 e5c4 a5b6 e6b6 b5d5 d2c2 a6c4 b6b4 c4a2 b4a4 d5b5 a4a6 a2b3 c2d3 b5d5 d3e4 d5b5 e4d3 b5d5 d3e4 d5b5 e4d3 b5d5 d3e4 d5b5 a3d6 b5d5 d6b4 d5b5 b4d6 b5d5 d6b4 d5b5 b4d6 b5d5 d6b4 d5b5 a6a1 b5b4 c3b4 b3c2
1.0,e2e3 d6c4 d2d3 e6d6 d3c4 b5c4 a2a3 d5d4 d1d2 c6d5 a3a4 d5e6 e3e4 b6c6 d2e2 d4d3 c2d3 c4d3 e2e3 c6b6 c1d2 e6c4 b2b3 c4b3 b1c3 b6c6 a1b1 b3c4 b1b5 d6d4 b5b2 c4e6 b2b1 d4a4 c3a4 e6b3 a4c5 a6b5 e3d3 b5b6 b1b3 b6c5 d2e3 c6a6 b3b6 a6b6 d3a6 c5b4 a6b6 b4c4 e3d2 a5a4 b6b4 c4d3 b4a4 d3c4 a4c4
0.5,d2d3 d5d4 e2e3 c6d5 e3e4 d6e4 d3e4 d5e4 a2a3 a5a4 d1d2 c5c4 d2e2 e4d5 c1d2 e5e4 e2d1 e4e3 d2b4 e3e2 d1d2 e6e3 c2c3 d4d3 d2c1 d5c6 b1d2 e3e6 c1b1 c6d5 a1a2 e6e3 a2a1 e3e6 a1a2 e6e3 a2a1 e3e6 b1a2 e6e5 d2b1 e5e6 b1d2 e6e5 d2b1 e5e6 b1d2 e6e5 a1b1 b6e6 b4c5 e5e4 a2a1 e6c6 c5b4 c6b6 a1a2 b6e6 b4c5 a6a5 c5b4 a5a6 b4c5 a6a5 c5b4 a5a6 a2a1 a6b6 b1c1 b6a6 b4c5 e6c6 c5b4 e4e6 d2b1 c6b6 a1a2 b6c6 a2a1 c6b6 a1a2 b6c6 a2a1 c6b6 a1a2 b6e3 b1d2 e6c6 a2a1 c6b6 a1a2 b6c6 a2a1 c6c5 a1a2 a6b6 a2a1 b6a6 a1a2 a6b6
0.5,b2b3 b5b4 a2a3 e5e4 a3b4 c5b4 c2c3 b6b5 a1a4 a6b6 c3b4 a5b4 d1c2 d5d4 c1b2 b5e2 e1e2 d4d3 e2d1 d3c2 d1c2 c6a4 b2d4 b6a5 b3a4 a5a4 d2d3 e4d3 c2d3 d6b5 d4b2 a4b3 b2c1 e6d6 d3e2 b3c2 c1e3 d6e6 b1d2 b5d4 e2e1 e6e3 d2c4 b4b3 c4e3 c2d3 e3c4 d3c4 e1d1 c4c3 d1c1 b3b2 c1b1 c3b3 b1b2 d4c6 b2b3 c6a5 b3a3 a5c6 a3b2 c6a5 b2c3 a5c6 c3c2 c6a5 c2c3 a5c6 c3c2 c6a5 c2c3 a5c6 c3c2 c6a5 c2b2 a5c6 b2b3 c6a5 b3a3 a5c4 a3b3 c4b6 b3a3 b6c4 a3b3 c4b6 b3b4 b6d5 b4c4 d5b6 c4b4 b6d5 b4c4 d5b6 c4b4 b6d5 b4c4 d5b6 c4d3 b6c4
1.0,a2a3 e5e4 e2e3 b5b4 b2b3 d5d4 e3d4 c5d4 a3b4 b6b4 c2c3 b4b5 b3b4 b5c4 a1a5 a6b6 c1b2 d4c3 b2c3 c4d3 d1b3 e4e3 a5a6 b6a6 b3a3 a6b5 a3a5 b5c4 a5a6 c4b3 a6d3 c6e4 b4b5 e4d3 b5b6 d3b5 d2e3 b3c2 c3b4 c2b1 b4d6 e6d6 b6d6 b5a4 d6b4 b1c2 b4a4 c2c3 e1d1 c3b2 d1d2 b2b1 a4a3 b1a2 a3a2
0.5,b1c3 d5d4 d2d3 d6c4 d3c4 d4c3 d1d3 c3b2 c1b2 e5e4 d3c3 b5c4 c3c4 c6b5 c4c3 e6d6 a2a3 b6c6 b2c1 a5a4 a1b1 c6d5 c1e3 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 a1b1 b5c4 b1a1 c4b5 e3d2 d5d2 c3d2 d6d2 e1d2 b5c4 a1b1 a6a5 d2e3 c4d5 b1d1 d5c6 d1d6 c6b5 e3e4 b5e2 d6d2 e2c4 e4e5 a5b5 e5d6 c4a2 d2d1 c5c4 d1a1 a2b3 c2b3 a4b3 d6d5 c4c3 d5d4 b3b2 a1b1 c3c2
0.5,e2e3 c5c4 b1a3 c4c3 b2c3 d5d4 a3b1 d4e3 d2e3 b6c5 d1e2 c6d5 e2d3 d5c4 d3d2 d6e4 c1a3 b5b4 c3b4 a5b4 a3b4 c5b6 d2c1 b6b4 c2c3 b4c5 c1a3 c5a3 b1a3 e6c6 a3c2 c6d6 c2b4 a6b5 a2a3 d6d2 a3a4 b5c5 a1a3 d2e2 e1d1 e2e3 b4a2 c4a2 a4a5 a2c4 a5a6 c4a6 a3a6 c5c4 a6c6 c4d3 c3c4 e4c3 d1c1 e3e1 c1b2 e1b1 b2a3 d3c2 c6b6 b1b6 c4c5 b6b3 a3b3 e5e4 c5c6 e4e3 c6a6 c3b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6
0.5,e2e3 e5e4 d2d3 e6e5 d3d4 c5d4 e3d4 e5e6 b2b3 e4e3 d1d3 d6c4 c2c3 a5a4 b3c4 d5c4 d4d5 c6d5 d3d5 e6d6 d5e4 d6e6 e4c2 e3e2 b1a3 e6e5 a1b1 b6e6 c1e3 e6d5 e3d4 e5e6 b1b5 d5b5 a3b5 a6b5 c2b2 b5c6 b2b6 c6d5 b6c5 d5e4 e1e2 a4a3 e2d2 e6a6 c5e5 e4e5 d4e5 a6e6 e5d4 e6d6 d2c2 d6d5 d4e3 d5e5 e3c1 e5e2 c2b1 e2e1 b1c2 e1e2 c2b1 e2e1 b1c2 e1e2 c2b1 e2e1 b1c2 e1e2 c1d2 e2e6 c2b1 e6b6 b1c1 b6b2 d2e3 b2a2 e3c5 a2a1 c1c2 a1a2 c2b1 a2b2 b1a1 b2c2 c5a3 c2c3 a1a2 c3b3 a3c5 b3b5 c5d4 b5b3 d4c5 b3b5 c5d4 b5b3 d4c5 b3b5
0.5,e2e3 d6c4 d1e2 c4e3 e2e3 d5d4 e3e2 c6d5 b2b3 c5c4 c1a3 e5e4 a3b2 d4d3 e2d1 e4e3 c2d3 c4d3 b1a3 e3d2 e1d2 b6e3 d2c3 b5b4 a3b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6 d6b5 a6b6 b5d6 b6a6
0.5,b1a3 d6e4 a1b1 e6d6 c2c3 b5b4 d2d3 b4a3 d3e4 a5a4 b2b3 d5d4 c1a3 c6e4 b3b4 c5b4 b1b4 b6c6 b4a4 a6b6 d1b3 c6b5 a4b4 d6d5 c3c4 b5b4 b3b4 b6a6 c4d5 e4d5 a3c1 d5c6 c1d2 c6b5 b4a5 a6b6 a5b6 b5c4 a2a3 c4a2 a3a4 e5e4 b6d6 e4e3 d2b4 d4d3 a4a5 d3d2 b4d2 e3d2 d6d2 a2c4 e2e3 c4a6 e3e4 a6b5 e4e5 b5a6 e5e6 a6b5 e6b6 b5a6 b6c6 a6b5 c6b6 b5a6 b6c6 a6b5 c6b6 b5a6 b6c6 a6b5 c6d6 b5a6 d6b6 a6b5 b6d6 b5a6 d6b6 a6b5 b6d6 b5a6 d6b6 a6b5 b6c5 b5a6 c5d6 a6b5 d6c5 b5a6 c5d6 a6b5 d6c5 b5a6 c5d6 a6b5 d6d5 b5a6 d5c5 a6b5
0.5,a2a3 d6c4 c2c3 c4d6 b2b3 d5d4 d1c2 c6d5 d2d3 c5c4 b3c4 b5c4 b1d2 d4c3 d2b1 d6b5 b1c3 b5c3 c2c3 c4d3 c3d3 b6b5 d3b5 a6b5 a3a4 b5b6 a1b1 b6a6 b1b5 d5c6 c1b2 c6b5 a4b5 a6b5 e2e3 e5e4 b2a3 e6c6 a3b2 c6d6 e1e2 d6d3 b2e5 a5a4 e5b2 a4a3 b2e5 b5c4 e5a1 c4c5 a1e5 a3a2 e5b2 c5b5 b2a1 b5a6 a1e5 d3a3 e5a1 a6b5 e2d2 a3d3 d2e2 d3a3 e2d2 a3d3 d2e2 d3a3 e2d2 a3d3 d2e2 b5a6 a1e5 d3a3 e5a1 a6b6 a1d4 b6a6 d4a1 a6b6 a1d4 b6a6 d4a1 a6b6 a1d4 b6a6 d4a1 a6a5 e2d2 a3d3 d2e2 a5a6 a1e5 d3a3 e5a1 a6a5 e2d2 a3d3 d2e2 a5b6
1.0,b1a3 c5c4 b2b3 c4c3 d2c3 d5d4 c3d4 e5d4 c1b2 e6e4 d1d3 a5a4 a1d1 b6c5 c2c3 d4c3 d3d6 c5d6 d1d6 c3b2 d6c6 a6a5 a3b1 a4b3 a2b3 a5b4 c6c3 e4d4 e2e3 d4d5 e1e2 d5d6 e3e4 d6d4 e4e5 d4e4 c3e3 e4e5 e3e5 b4b3 e2d3 b3b4 b1c3 b2b1 c3b1 b4a5 b1c3 a5b6 e5b5 b6c6 d3d4 c6d6 b5b6 d6c6 b6c6
0.5,b1c3 e5e4 a2a3 e6e5 b2b3 d5d4 c3a2 c6d5 e2e3 b6c6 c1b2 d5e6 d1e2 e5d5 a2c1 a6b6 a1b1 b5b4 a3b4 a5b4 e3d4 c5d4 b1a1 d4d3 c2d3 c6c2 d3e4 d5a5 b2d4 b6c6 e2d3 c2d3 c1d3 a5a1 d4a1 d6e4 d3b4 c6b6 d2d3 e4d6 a1d4 b6b5 d4e5 b5b4 e5d6 b4b3 d6c5 b3c3 d3d4 e6d5 e1d1 d5c4 c5b6 c4b3 d1c1 b3e6 b6c5 e6d5 c5b6 d5b3 b6c5 b3d5 c5b6 d5b3 c1b1 b3c4 b6c5 c4e6 c5b6 e6c4 b6c5 c4e6 c5b6 e6c4 b1c1 c4e6 c1d1 e6b3 d1c1 b3e6 c1d1 e6b3 d1e1 c3c2 e1e2 b3c4 e2e1 c4b3 e1e2 b3c4 e2e3 c2c3 e3e4 c4b3 b6a5 c3b2 a5b4 b3c2 e4e5 c2b3
